sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
booking_full_155819:6,The lift worked fine and our room was clean .,the lift worked fine and our room was clean,facility,positive,facility positive,yes,0,0
booking_full_155819:7,"Slight smell for a drain in the bathroom one morning , but it seemed to clear itself after a few minutes .","slight smell for a drain in the bathroom one morning , but it seemed to clear itself after a few minutes",facility,neutral,facility neutral,yes,0,0
booking_full_224624:0,"Hotel is brand new , nice and clean .","hotel is brand new , nice and clean",facility,positive,facility positive,yes,0,0
booking_full_224624:1,Located just near the center and by the sea at the same time .,located just near the center and by the sea at the same time,amenity,positive,amenity positive,yes,0,0
booking_full_224624:2,Airport is also 10 min driving from the hotel .,airport is also 10 min driving from the hotel,amenity,positive,amenity positive,yes,0,0
booking_full_224624:3,Great view from the balcony .,great view from the balcony,experience,positive,experience positive,yes,0,0
booking_full_224624:4,I didn’t hear any noise .,i didn’t hear any noise,experience,positive,experience positive,yes,0,0
booking_full_224624:5,"Breakfast is very poor , no choice , few Vietnamese dishes .","breakfast is very poor , no choice , few vietnamese dishes",service,negative,service negative,yes,0,0
booking_full_224624:6,breakfast definitely need improvements .,breakfast definitely need improvements,service,negative,service negative,yes,1,5
booking_full_224624:7,Bikes for rent are in very bad conditions .,bikes for rent are in very bad conditions,amenity,negative,amenity negative,yes,0,0
booking_full_224624:8,"Service is good , but quite Vietnamese , so don’t expect a lot from the staff .","service is good , but quite vietnamese , so don’t expect a lot from the staff",service,neutral,service neutral,yes,0,0
booking_full_264072:0,Facilities are quite new and beautiful .,facilities are quite new and beautiful,facility,positive,facility positive,yes,0,0
booking_full_264072:1,Staffs are so nice and friendly and bring up good service .,staffs are so nice and friendly and bring up good service,service,positive,service positive,yes,0,0
booking_full_264072:2,Checkin time and go out/return time is flexible .,checkin time and go out/return time is flexible,service,positive,service positive,yes,0,0
booking_full_264072:3,There is also motorbike rental service .,there is also motorbike rental service,amenity,positive,amenity positive,yes,0,0
booking_full_264072:4,the soundproofing system is very poor . I can hear everything from the next room and the hall's conversations .,the soundproofing system is very poor . i can hear everything from the next room and the hall's conversations,facility,negative,facility negative,yes,0,0
booking_full_264072:5,the hotel claimed itself as 4 - star service but the service is quite more like 3 - star .,the hotel claimed itself as 4 - star service but the service is quite more like 3 - star,branding,negative,branding negative,yes,1,20
booking_full_264072:6,Shampoo and shower gel are outdated .,shampoo and shower gel are outdated,service,negative,service negative,yes,0,0
booking_full_264072:8,More like 500m from the beach .,more like 500m from the beach,amenity,negative,amenity negative,yes,0,0
booking_full_264072:9,the lacking of some important stuffs here .,the lacking of some important stuffs here,service,negative,service negative,yes,1,8
booking_full_264072:10,The cleaning staff knocked on my door in the morning and disturbed my sleep .,the cleaning staff knocked on my door in the morning and disturbed my sleep,service,negative,service negative,yes,0,0
booking_full_264072:11,I'm not sure if the water is clean but 3/8 persons in my group got itchy after shower .,i'm not sure if the water is clean but 3/8 persons in my group got itchy after shower,facility,negative,facility negative,yes,0,0
booking_hcm_27778:0,great location .,great location,amenity,positive,amenity positive,yes,1,3
booking_hcm_27778:1,"staff was really nice and helpful , let us store our bags for two days .","staff was really nice and helpful , let us store our bags for two days",service,positive,service positive,yes,1,16
booking_hcm_27778:2,nice pool .,nice pool,facility,positive,facility positive,yes,1,3
booking_hcm_27778:3,saw a rat in the lobby .,saw a rat in the lobby,facility,negative,facility negative,yes,1,7
booking_hcm_27778:4,there was hair on our bed when we got there .,there was hair on our bed when we got there,facility,negative,facility negative,yes,1,11
booking_hcm_27778:5,charging ports did not work .,charging ports did not work,facility,negative,facility negative,yes,1,6
booking_full_195965:0,good location .,good location,amenity,positive,amenity positive,yes,1,3
booking_full_195965:1,clean .,clean,facility,positive,facility positive,yes,1,2
booking_full_225724:0,There is a clean swimming pool and a lovely garden .,there is a clean swimming pool and a lovely garden,facility,positive,facility positive,yes,0,0
booking_full_225724:1,"What impressed me the most , was the good service .","what impressed me the most , was the good service",service,positive,service positive,yes,0,0
booking_full_352797:0,"It was clean , beds were comfortable .","it was clean , beds were comfortable",facility,positive,facility positive,yes,0,0
booking_full_352797:1,The atmosphere in hotel very peaceful .,the atmosphere in hotel very peaceful,experience,positive,experience positive,yes,0,0
booking_full_284733:0,Very nice area with a lot of nice restaurants and close to the beach .,very nice area with a lot of nice restaurants and close to the beach,amenity,positive,amenity positive,yes,0,0
booking_full_284733:1,friendly young team working there .,friendly young team working there,service,positive,service positive,yes,1,6
booking_full_284733:2,"There was mold by the window , a little bit of paint would make such a difference .","there was mold by the window , a little bit of paint would make such a difference",facility,negative,facility negative,yes,0,0
booking_full_97906:0,location and room are ok .,location and room are ok,amenity,positive,amenity positive,yes,1,6
booking_full_97906:1,as photographed facilities don’t match description .,as photographed facilities don’t match description,branding,negative,branding negative,yes,1,7
booking_full_97906:2,"no tv , kettle , fridge etc .","no tv , kettle , fridge etc",facility,negative,facility negative,yes,1,8
booking_full_97906:3,would have chosen a different place if we had known this .,would have chosen a different place if we had known this,branding,negative,branding negative,yes,1,12
booking_full_97906:4,unfortunately reading reviews here they’ve been informed but don’t care to change the description .,unfortunately reading reviews here they’ve been informed but don’t care to change the description,branding,negative,branding negative,yes,1,15
booking_full_204893:0,Friendly and Cooperative Staff .,friendly and cooperative staff,service,positive,service positive,yes,0,0
booking_full_204893:1,Superb Location .,superb location,amenity,positive,amenity positive,yes,0,0
booking_full_204893:2,Less Vegan Options for food .,less vegan options for food,service,negative,service negative,yes,0,0
booking_hcm_66101:0,Actually surprised at the room size for 4 people .,actually surprised at the room size for 4 people,facility,positive,facility positive,yes,0,0
booking_hcm_66101:1,There were two rooms separated by a custom built - in divider .,there were two rooms separated by a custom built - in divider,facility,positive,facility positive,yes,0,0
booking_hcm_66101:2,The decor was very cute .,the decor was very cute,facility,positive,facility positive,yes,0,0
booking_hcm_66101:3,the owners definitely put a lot of attention to detail in the room .,the owners definitely put a lot of attention to detail in the room,facility,positive,facility positive,yes,1,14
booking_hcm_66101:4,I was very comfortable even though it was one night .,i was very comfortable even though it was one night,experience,positive,experience positive,yes,0,0
booking_hcm_66101:5,The lady who checked us in was very friendly and cheery .,the lady who checked us in was very friendly and cheery,service,positive,service positive,yes,0,0
booking_hcm_66101:6,Elevators are a little slow .,elevators are a little slow,facility,neutral,facility neutral,yes,0,0
booking_full_328128:0,exellent facilities .,exellent facilities,facility,positive,facility positive,yes,1,3
booking_full_377361:0,very rustic . large light room .,very rustic . large light room,facility,positive,facility positive,yes,1,7
booking_full_377361:1,I was on ground floor and no soundproofing for room above .,i was on ground floor and no soundproofing for room above,facility,neutral,facility neutral,yes,0,0
booking_full_210112:0,Extremely friendly and helpful staff .,extremely friendly and helpful staff,service,positive,service positive,yes,0,0
booking_full_210112:1,The room spacious and clean .,the room spacious and clean,facility,positive,facility positive,yes,0,0
booking_hn_60430:0,New smart city in Hanoi .,new smart city in hanoi,facility,positive,facility positive,yes,0,0
booking_hn_60430:1,Quiet Far away from the tourist area .,quiet far away from the tourist area,amenity,negative,amenity negative,yes,0,0
booking_hn_60109:0,the toilets were not always clean . sometimes they look horrible .,the toilets were not always clean . sometimes they look horrible,facility,negative,facility negative,yes,1,12
booking_full_389020:0,"Perfect location , walking distance to Hoi An old town .","perfect location , walking distance to hoi an old town",amenity,positive,amenity positive,yes,0,0
booking_full_389020:1,"Amazing service , great staff .","amazing service , great staff",service,positive,service positive,yes,0,0
booking_hcm_64269:0,"the room is beautiful , so modern and clean .","the room is beautiful , so modern and clean",facility,positive,facility positive,yes,1,10
booking_hcm_64269:1,"there’s tonnes of amenities and free drinks in the fridge , the tv has Netflix which is fab .","there’s tonnes of amenities and free drinks in the fridge , the tv has netflix which is fab",amenity,positive,amenity positive,yes,0,0
booking_hcm_64269:2,the bath is amazing and the waters hot .,the bath is amazing and the waters hot,facility,positive,facility positive,yes,1,9
booking_hcm_64269:3,would 1000 % recommend .,would 1000 % recommend,loyalty,positive,loyalty positive,yes,1,5
booking_hn_7436:0,Great location .,great location,amenity,positive,amenity positive,yes,0,0
booking_hn_7436:1,really friendly staff .,really friendly staff,service,positive,service positive,yes,1,4
booking_hn_7436:2,The roof top bar is fabulous to watch the sunset and just take it all in .,the roof top bar is fabulous to watch the sunset and just take it all in,facility,positive,facility positive,yes,0,0
booking_full_364747:0,Nice property which seems to be limping back to normal after the pandemic .,nice property which seems to be limping back to normal after the pandemic,facility,positive,facility positive,yes,0,0
booking_full_364747:1,The room is spacious and there is a nice view of the fields .,the room is spacious and there is a nice view of the fields,facility,positive,facility positive,yes,0,0
booking_full_364747:2,The pool is very nice .,the pool is very nice,facility,positive,facility positive,yes,0,0
booking_full_364747:3,The breakfast was alright .,the breakfast was alright,service,neutral,service neutral,yes,0,0
booking_full_364747:4,The shuttle to town has been cancelled .,the shuttle to town has been cancelled,amenity,negative,amenity negative,yes,0,0
booking_full_364747:5,My room was exceptionally hot and it took forever for the ac to cool it down .,my room was exceptionally hot and it took forever for the ac to cool it down,facility,negative,facility negative,yes,0,0
booking_full_364747:6,The staff didn't really help .,the staff didn't really help,service,negative,service negative,yes,0,0
booking_full_40372:0,Very helpful staff that let us go into the room couple of ours earlier after a long bus ride .,very helpful staff that let us go into the room couple of ours earlier after a long bus ride,service,positive,service positive,yes,0,0
booking_full_40372:1,the rooms were clean and spacious .,the rooms were clean and spacious,facility,positive,facility positive,yes,1,7
booking_full_81814:0,It was quiet and restful .,it was quiet and restful,experience,positive,experience positive,yes,0,0
booking_full_81814:1,Breakfast could have been better .,breakfast could have been better,service,neutral,service neutral,yes,0,0
booking_full_307789:0,Good location .,good location,amenity,positive,amenity positive,yes,0,0
booking_full_307789:1,"nice facilities , clean .","nice facilities , clean",facility,positive,facility positive,yes,1,5
booking_full_236256:0,Staff were friendly .,staff were friendly,service,positive,service positive,yes,0,0
booking_full_236256:1,Room was dirty and not in good condition .,room was dirty and not in good condition,facility,negative,facility negative,yes,0,0
booking_full_236256:2,Food was not good .,food was not good,service,negative,service negative,yes,0,0
booking_full_236256:3,the lounge chairs did not have any padding and were uncomfortable .,the lounge chairs did not have any padding and were uncomfortable,facility,negative,facility negative,yes,1,12
booking_full_236256:4,Internet did not work at all really .,internet did not work at all really,facility,negative,facility negative,yes,0,0
booking_full_236256:5,This was not a 5 star experience as advertised .,this was not a 5 star experience as advertised,branding,negative,branding negative,yes,0,0
booking_full_245825:0,The best place I`ve been after 3 weeks traveling around Vietnam .,the best place i`ve been after 3 weeks traveling around vietnam,branding,positive,branding positive,yes,0,0
booking_full_245825:1,The apartment was super clean and had everything you need for cooking .,the apartment was super clean and had everything you need for cooking,facility,positive,facility positive,yes,0,0
booking_full_245825:2,they also have an excellent laundry service .,they also have an excellent laundry service,service,positive,service positive,yes,1,8
booking_full_245825:3,Lots of restaurants and supermarkets around .,lots of restaurants and supermarkets around,amenity,positive,amenity positive,yes,0,0
booking_full_245825:4,Perfect place to relax with a small pool on the rooftop .,perfect place to relax with a small pool on the rooftop,facility,positive,facility positive,yes,0,0
booking_full_245825:5,Exactly as in the pictures .,exactly as in the pictures,branding,positive,branding positive,yes,0,0
booking_full_308175:0,The hotel is in the center .,the hotel is in the center,amenity,positive,amenity positive,yes,0,0
booking_full_308175:1,it is convenient to go to places in the city .,it is convenient to go to places in the city,amenity,positive,amenity positive,yes,1,11
booking_hn_68881:0,Such a nice hotel .,such a nice hotel,branding,positive,branding positive,yes,0,0
booking_hn_31262:0,Staff extremely friendly .,staff extremely friendly,service,positive,service positive,yes,0,0
booking_hcm_35383:0,"Fantastic location , right near the markets and some great local restaurants .","fantastic location , right near the markets and some great local restaurants",amenity,positive,amenity positive,yes,0,0
booking_hcm_35383:1,There is an excellent family restaurant to the left of the hotel which we loved .,there is an excellent family restaurant to the left of the hotel which we loved,amenity,positive,amenity positive,yes,0,0
booking_hcm_35383:2,The staff at the hotel were very helpful and kind and welcoming .,the staff at the hotel were very helpful and kind and welcoming,service,positive,service positive,yes,0,0
booking_hcm_35383:3,Due to long flight delays we didn't arrive at the hotel until almost 5am and the gentleman was awaiting our arrival .,due to long flight delays we didn't arrive at the hotel until almost 5am and the gentleman was awaiting our arrival,service,positive,service positive,yes,0,0
booking_hcm_35383:4,Bedding and towels were clean and comfortable .,bedding and towels were clean and comfortable,facility,positive,facility positive,yes,0,0
booking_hcm_35383:5,All in all we were pleased with our stay .,all in all we were pleased with our stay,branding,positive,branding positive,yes,0,0
booking_full_360251:0,I will sure come back here .,i will sure come back here,loyalty,positive,loyalty positive,yes,0,0
booking_full_110994:0,Excellent friendly staff .,excellent friendly staff,service,positive,service positive,yes,0,0
booking_full_110994:1,great breakfast .,great breakfast,service,positive,service positive,yes,1,3
booking_full_110994:2,Quirky rooms with views of mountains .,quirky rooms with views of mountains,facility,positive,facility positive,yes,0,0
booking_full_110994:3,Lots of good local bars and restaurants nearby .,lots of good local bars and restaurants nearby,amenity,positive,amenity positive,yes,0,0
booking_full_341225:0,Accommodative of all guest needs .,accommodative of all guest needs,service,positive,service positive,yes,0,0
booking_full_341225:1,great food .,great food,service,positive,service positive,yes,1,3
booking_full_341225:2,exceptional service and attention to detail .,exceptional service and attention to detail,service,positive,service positive,yes,1,7
booking_full_42041:0,The staff was very unfriendly and rude .,the staff was very unfriendly and rude,service,negative,service negative,yes,0,0
booking_full_42041:1,Not accommodative and always unconcerned of our requests .,not accommodative and always unconcerned of our requests,service,negative,service negative,yes,0,0
booking_full_42041:2,Most incompetent staff and very bad attitude .,most incompetent staff and very bad attitude,service,negative,service negative,yes,0,0
booking_full_130779:0,"The staff didnt smile , bad attitide , show no respect to customers .","the staff didnt smile , bad attitide , show no respect to customers",service,negative,service negative,yes,0,0
booking_full_130779:1,"The towels werent clean , itchy .","the towels werent clean , itchy",facility,negative,facility negative,yes,0,0
booking_hn_33437:0,Good location .,good location,amenity,positive,amenity positive,yes,0,0
booking_hn_33437:1,great breakfast .,great breakfast,service,positive,service positive,yes,1,3
booking_hn_33437:2,friendly staff .,friendly staff,service,positive,service positive,yes,1,3
booking_hcm_942:0,The staff was awesome .,the staff was awesome,service,positive,service positive,yes,0,0
booking_hcm_942:1,"Super efficient , really helpful .","super efficient , really helpful",service,positive,service positive,yes,0,0
booking_hcm_13904:0,great location .,great location,amenity,positive,amenity positive,yes,1,3
booking_hcm_13904:1,toilet didn’t flush properly .,toilet didn’t flush properly,facility,negative,facility negative,yes,1,5
booking_hcm_48722:0,"Aircon too noisy , not cold enough .","aircon too noisy , not cold enough",facility,negative,facility negative,yes,0,0
booking_hcm_48722:1,"many ants on the bed , got bitten .","many ants on the bed , got bitten",facility,negative,facility negative,yes,1,9
booking_full_373233:0,friendly family .,friendly family,service,positive,service positive,yes,1,3
booking_full_373233:1,big rooms and bathrooms .,big rooms and bathrooms,facility,positive,facility positive,yes,1,5
booking_full_373233:2,"close to the center , not very noisy at night .","close to the center , not very noisy at night",amenity,positive,amenity positive,yes,1,11
booking_full_373233:3,shower should be repaired .,shower should be repaired,facility,neutral,facility neutral,yes,1,5
booking_full_81253:0,Amazing host .,amazing host,service,positive,service positive,yes,0,0
booking_full_81253:1,very nice room .,very nice room,facility,positive,facility positive,yes,1,4
booking_full_81253:2,had better breakfasts although host asks what could be done better next time .,had better breakfasts although host asks what could be done better next time,service,positive,service positive,yes,1,14
booking_full_126100:0,Room interior and an entire design were great .,room interior and an entire design were great,facility,positive,facility positive,yes,0,0
booking_full_126100:1,easy access to the city center by a motorbike .,easy access to the city center by a motorbike,amenity,positive,amenity positive,yes,1,10
booking_full_126100:2,"all facilities available , quiet environment , hot water shower , super clean , reasonable price .","all facilities available , quiet environment , hot water shower , super clean , reasonable price",facility,positive,facility positive,yes,1,17
booking_full_126100:3,Will come back again when I'm in the town .,will come back again when i'm in the town,loyalty,positive,loyalty positive,yes,0,0
booking_full_209338:0,The staff were so nice .,the staff were so nice,service,positive,service positive,yes,0,0
booking_full_209338:1,"The hotel was so clean and we were provided with robes , flip flops and towels to borrow each day for the beach .","the hotel was so clean and we were provided with robes , flip flops and towels to borrow each day for the beach",facility,positive,facility positive,yes,0,0
booking_full_209338:2,The location is great too .,the location is great too,amenity,positive,amenity positive,yes,0,0
booking_full_382404:0,swimming pool and room was nice .,swimming pool and room was nice,facility,positive,facility positive,yes,1,7
booking_full_382404:1,"design and layout poor , few facilities .","design and layout poor , few facilities",facility,negative,facility negative,yes,1,8
booking_hcm_26168:0,Great location and good price .,great location and good price,amenity,positive,amenity positive,yes,0,0
booking_hcm_26168:1,There is a fridge and washer dryer .,there is a fridge and washer dryer,facility,positive,facility positive,yes,0,0
booking_hcm_26168:2,There was no balcony .,there was no balcony,facility,negative,facility negative,yes,0,0
booking_hcm_26168:3,The place looks nothing like the pictures .,the place looks nothing like the pictures,branding,negative,branding negative,yes,0,0
booking_hcm_26168:4,There is a constant sewer odor coming from the bathroom .,there is a constant sewer odor coming from the bathroom,facility,negative,facility negative,yes,0,0
booking_hcm_26168:5,"The bed was stiff , and the pillows were old .","the bed was stiff , and the pillows were old",facility,negative,facility negative,yes,0,0
booking_hcm_26168:6,"It is a bnb in an apartment complex , not a hotel .","it is a bnb in an apartment complex , not a hotel",branding,negative,branding negative,yes,0,0
booking_hcm_26168:7,Communication was rough .,communication was rough,service,negative,service negative,yes,0,0
booking_hcm_26168:8,Check out time is strict and no luggage storage .,check out time is strict and no luggage storage,service,negative,service negative,yes,0,0
booking_full_94828:0,Lovely rooms . Amazing pool with jacuzzi jets and waterfall .,lovely rooms . amazing pool with jacuzzi jets and waterfall,facility,positive,facility positive,yes,0,0
booking_full_94828:1,Staff were super friendly and helpful .,staff were super friendly and helpful,service,positive,service positive,yes,0,0
booking_full_94828:2,Can hire bicycles and mopeds which is a great way to see the city .,can hire bicycles and mopeds which is a great way to see the city,amenity,positive,amenity positive,yes,0,0
booking_hn_25114:0,Well - located on the edge of old quarter .,well - located on the edge of old quarter,amenity,positive,amenity positive,yes,0,0
booking_hn_25114:1,"very clean , plush mattresses , quiet rooms .","very clean , plush mattresses , quiet rooms",facility,positive,facility positive,yes,1,9
booking_hn_25114:2,The staff went out of their way to make us comfortable and arrange everything that we asked/needed .,the staff went out of their way to make us comfortable and arrange everything that we asked/needed,service,positive,service positive,yes,0,0
booking_hn_25114:3,They make this place special .,they make this place special,service,positive,service positive,yes,0,0
booking_full_35874:0,Very friendly and helpful host .,very friendly and helpful host,service,positive,service positive,yes,0,0
booking_full_35874:1,everything we needed was available and breakfast was very very good .,everything we needed was available and breakfast was very very good,service,positive,service positive,yes,1,12
booking_full_35874:2,The value for money 10/10 .,the value for money 10/10,experience,positive,experience positive,yes,0,0
booking_full_35874:3,Highly recommended staying here .,highly recommended staying here,loyalty,positive,loyalty positive,yes,0,0
booking_full_35874:4,there was building work going on next door that started at 6am every day so we didn't have the best rest while we were here .,there was building work going on next door that started at 6am every day so we didn't have the best rest while we were here,experience,negative,experience negative,yes,1,26
booking_full_371954:0,the location combined with the free bike renting that makes the stay really agreeable .,the location combined with the free bike renting that makes the stay really agreeable,amenity,positive,amenity positive,yes,1,15
booking_full_334703:0,very friendly staff and super room .,very friendly staff and super room,service,positive,service positive,yes,1,7
booking_full_334703:1,"Great location , close to beach and lovely local restaurants .","great location , close to beach and lovely local restaurants",amenity,positive,amenity positive,yes,0,0
booking_full_334703:2,good facilities .,good facilities,facility,positive,facility positive,yes,1,3
booking_full_165576:0,good location .,good location,amenity,positive,amenity positive,yes,1,3
booking_full_165576:1,comfy room .,comfy room,facility,positive,facility positive,yes,1,3
booking_full_165576:2,good staff .,good staff,service,positive,service positive,yes,1,3
booking_hn_54026:0,I like everything . It was amazing .,i like everything . it was amazing,branding,positive,branding positive,yes,0,0
booking_hn_54026:1,Everything is very smooth and excellent .,everything is very smooth and excellent,branding,positive,branding positive,yes,0,0
booking_hn_54026:2,Best staff .,best staff,service,positive,service positive,yes,0,0
booking_hn_54026:3,best location .,best location,amenity,positive,amenity positive,yes,1,3
booking_hcm_71946:0,Nice room .,nice room,facility,positive,facility positive,yes,0,0
booking_hcm_71946:1,welcoming family .,welcoming family,service,positive,service positive,yes,1,3
booking_hcm_71946:2,Lots of stairs to climb to the Japanese room .,lots of stairs to climb to the japanese room,facility,neutral,facility neutral,yes,0,0
booking_hn_16661:0,The reception staff were generally friendly and professional .,the reception staff were generally friendly and professional,service,positive,service positive,yes,0,0
booking_hn_16661:1,The rooms were comfortable .,the rooms were comfortable,facility,positive,facility positive,yes,0,0
booking_hn_16661:2,the location was superb .,the location was superb,amenity,positive,amenity positive,yes,1,5
booking_hn_16661:3,Might be a little cramped for large groups .,might be a little cramped for large groups,facility,neutral,facility neutral,yes,0,0
booking_hn_16661:4,overall it was a good stay .,overall it was a good stay,branding,positive,branding positive,yes,1,7
booking_full_230548:0,Our room was fantastic over looking Ha Long Bay .,our room was fantastic over looking ha long bay,facility,positive,facility positive,yes,0,0
booking_full_230548:1,it was huge with balconies on 2 sides .,it was huge with balconies on 2 sides,facility,positive,facility positive,yes,1,9
booking_full_230548:2,The bed was so comfortable .,the bed was so comfortable,facility,positive,facility positive,yes,0,0
booking_full_230548:3,Great location for us .,great location for us,amenity,positive,amenity positive,yes,0,0
booking_full_230548:4,There’s a market close by is worth a look for the vast array of foods .,there’s a market close by is worth a look for the vast array of foods,amenity,positive,amenity positive,yes,0,0
booking_full_230548:5,Breakfast was poor : fried hot dogs with a fried egg .,breakfast was poor : fried hot dogs with a fried egg,service,negative,service negative,yes,0,0
booking_full_230548:6,I think the young staff lacked direction from their management .,i think the young staff lacked direction from their management,service,negative,service negative,yes,0,0
booking_hn_13847:0,staff are friendly and polite .,staff are friendly and polite,service,positive,service positive,yes,1,6
booking_hn_13847:1,the location is a bonus .,the location is a bonus,amenity,positive,amenity positive,yes,1,6
booking_full_234164:0,I particularly liked the friendliness and availability of the hostess .,i particularly liked the friendliness and availability of the hostess,service,positive,service positive,yes,0,0
booking_full_234164:1,as well as the price - quality ratio of the property .,as well as the price - quality ratio of the property,experience,positive,experience positive,yes,1,12
booking_full_234164:2,I think the bathroom should be more functional .,i think the bathroom should be more functional,facility,neutral,facility neutral,yes,0,0
booking_full_234164:3,the bunk beds should have curtains to prevent perfectly unknown guests from sleeping and breathing so close together .,the bunk beds should have curtains to prevent perfectly unknown guests from sleeping and breathing so close together,facility,neutral,facility neutral,yes,1,19
booking_hn_36465:0,Very good location .,very good location,amenity,positive,amenity positive,yes,0,0
booking_hn_36465:1,super staff .,super staff,service,positive,service positive,yes,1,3
booking_hn_36465:2,comfortable room .,comfortable room,facility,positive,facility positive,yes,1,3
booking_hn_36465:3,There are fantastic seafood places nearby .,there are fantastic seafood places nearby,amenity,positive,amenity positive,yes,0,0
booking_hn_36465:4,Jena was very helpful organizing our cars and tour .,jena was very helpful organizing our cars and tour,service,positive,service positive,yes,0,0
booking_hn_36465:5,The young concierge the night before gave excellent recommendations for restaurants .,the young concierge the night before gave excellent recommendations for restaurants,service,positive,service positive,yes,0,0
booking_hn_36465:6,Only hotel that didn't have the fancy toilets we got in other places .,only hotel that didn't have the fancy toilets we got in other places,facility,negative,facility negative,yes,0,0
booking_full_49469:0,This hotel was a great find and located a short distance from all the local attractions as well as restaurants and bars .,this hotel was a great find and located a short distance from all the local attractions as well as restaurants and bars,amenity,positive,amenity positive,yes,0,0
booking_full_49469:1,The owners are very kind and helpful .,the owners are very kind and helpful,service,positive,service positive,yes,0,0
booking_full_49469:2,The rooms are clean and spacious .,the rooms are clean and spacious,facility,positive,facility positive,yes,0,0
booking_full_213643:0,Swimming pool Shower facilities .,swimming pool shower facilities,facility,positive,facility positive,yes,0,0
booking_full_213643:1,Old furniture . Mosquitos .,old furniture . mosquitos,facility,negative,facility negative,yes,0,0
booking_hn_36600:0,Very clean .,very clean,facility,positive,facility positive,yes,0,0
booking_hn_36600:1,excellent service .,excellent service,service,positive,service positive,yes,1,3
booking_hn_36600:2,Phuong Bui at the reception was able to help not just booking taxis and make recommendations but also help me find a medical clinic very late at night .,phuong bui at the reception was able to help not just booking taxis and make recommendations but also help me find a medical clinic very late at night,service,positive,service positive,yes,0,0
booking_hn_36600:3,The breakfast was also lovely .,the breakfast was also lovely,service,positive,service positive,yes,0,0
booking_hn_36600:4,the hotel is located in the middle of the action during the weekend car - free zone .,the hotel is located in the middle of the action during the weekend car - free zone,amenity,neutral,amenity neutral,yes,1,18
booking_hn_36600:5,the hotel is an oasis itself once you step in and away from the crowd .,the hotel is an oasis itself once you step in and away from the crowd,facility,positive,facility positive,yes,1,16
booking_hn_36600:6,We got very good nights sleep .,we got very good nights sleep,experience,positive,experience positive,yes,0,0
booking_full_161683:0,"The rooms were warm and cozy , hot and good shower .","the rooms were warm and cozy , hot and good shower",facility,positive,facility positive,yes,0,0
booking_full_161683:1,the family super friendly .,the family super friendly,service,positive,service positive,yes,1,5
booking_full_161683:2,We joined them for the family dinner which was delicious and much fun .,we joined them for the family dinner which was delicious and much fun,service,positive,service positive,yes,0,0
booking_hcm_37282:0,"Next time , I'll come again .","next time , i'll come again",loyalty,positive,loyalty positive,yes,0,0
booking_hn_23804:0,"Fantastic location , amazing apartments .","fantastic location , amazing apartments",amenity,positive,amenity positive,yes,0,0
booking_hn_23804:1,very kind and helpful staff .,very kind and helpful staff,service,positive,service positive,yes,1,6
booking_full_358236:0,"The location was very good , close to everything .","the location was very good , close to everything",amenity,positive,amenity positive,yes,0,0
booking_full_358236:1,Reception were helpful in suggesting places and a tailor .,reception were helpful in suggesting places and a tailor,service,positive,service positive,yes,0,0
booking_full_358236:2,The hotel also offers free bikes for guests .,the hotel also offers free bikes for guests,amenity,positive,amenity positive,yes,0,0
booking_full_358236:3,We found it very noisy .,we found it very noisy,experience,negative,experience negative,yes,0,0
booking_full_358236:4,There is not any door signs inside the room so house keeping came very early knocking .,there is not any door signs inside the room so house keeping came very early knocking,service,negative,service negative,yes,0,0
booking_full_358236:5,there is no information in the room regarding anything in the hotel .,there is no information in the room regarding anything in the hotel,branding,negative,branding negative,yes,1,13
booking_full_358236:6,Flip flops provided had been used previously .,flip flops provided had been used previously,service,positive,service positive,yes,0,0
booking_full_358236:7,The bathroom at night had so many cockroaches .,the bathroom at night had so many cockroaches,facility,negative,facility negative,yes,0,0
booking_full_332724:0,Beds were comfortable .,beds were comfortable,facility,positive,facility positive,yes,0,0
booking_full_332724:1,Room was immaculate .,room was immaculate,facility,positive,facility positive,yes,0,0
booking_full_332724:2,View was spectacular .,view was spectacular,facility,positive,facility positive,yes,0,0
booking_full_332724:3,The hotel staff were extremely helpful and very friendly .,the hotel staff were extremely helpful and very friendly,service,positive,service positive,yes,0,0
booking_full_332724:4,Breakfast buffet was delicious .,breakfast buffet was delicious,service,positive,service positive,yes,0,0
booking_full_332724:5,We had an amazing time .,we had an amazing time,experience,positive,experience positive,yes,0,0
booking_full_332724:6,will absolutely return again and stay here .,will absolutely return again and stay here,loyalty,positive,loyalty positive,yes,1,8
booking_full_332724:7,We especially felt welcomed by the hotel staff member named Tran .,we especially felt welcomed by the hotel staff member named tran,service,positive,service positive,yes,0,0
booking_full_332724:8,She was so friendly and offered us advice on where to go .,she was so friendly and offered us advice on where to go,service,positive,service positive,yes,0,0
booking_full_332724:9,She also helped us when my friend was injured on his motorcycle when a woman ran into him and cut his leg .,she also helped us when my friend was injured on his motorcycle when a woman ran into him and cut his leg,service,positive,service positive,yes,0,0
booking_full_332724:10,No shelf on wall in standing shower to put your soap and shampoo / shavers .,no shelf on wall in standing shower to put your soap and shampoo / shavers,facility,negative,facility negative,yes,0,0
booking_full_332724:11,Only 2 lifts in building to service 20 floors .,only 2 lifts in building to service 20 floors,facility,negative,facility negative,yes,0,0
booking_full_332724:12,We spent much time standing waiting for the lifts .,we spent much time standing waiting for the lifts,experience,negative,experience negative,yes,0,0
